bundle_version,cut,window,series,series_label,vol_ann,sharpe_excess_cdi,sortino_excess_cdi,max_drawdown,pct_neg_months,worst_month,best_month,N_months,report_id
v13b1,D12M,10Y,SP500_PR,S&P 500 BRL (Price Return),0.17741793102145534,0.5959002702749057,0.9895897678126983,-0.2712857466321319,0.3884297520661157,-0.1359,0.1763,121.0,REL_IND_D12M_SP500_PR_10Y
v13b1,D12M,10Y,SP500_TR,S&P 500 BRL (Total Return),0.1779349836688197,0.6960858253460939,1.1601505797945486,-0.2624106304995527,0.371900826446281,-0.1349,0.1777,121.0,REL_IND_D12M_SP500_TR_10Y
v13b1,D12M,15Y,PA,Portfólio A (TR),0.18209286390893017,0.15643958814496356,0.24277963668687355,-0.30352894357442284,0.3867403314917127,-0.2217,0.157,181.0,REL_IND_D12M_PA_15Y
v13b1,D12M,15Y,PB,Portfólio B (TR),0.20862602391924548,0.18546124801300562,0.2568881245074043,-0.31902004000000006,0.425414364640884,-0.2764,0.1904,181.0,REL_IND_D12M_PB_15Y
v13b1,D12M,15Y,PC,Portfólio C (TR),0.22576594211435994,0.19852358218870442,0.28899059798276383,-0.3916357300000003,0.44751381215469616,-0.3277,0.1758,181.0,REL_IND_D12M_PC_15Y
v13b1,D12M,15Y,CDI,CDI (TR),0.009561422642399665,0.0,0.0,0.0,0.0,0.0013,0.0121,181.0,REL_IND_D12M_CDI_15Y
v13b1,D12M,15Y,IBOV,Ibovespa (TR),0.21123338796584346,-0.1112962343600429,-0.16593967774572857,-0.4283659685685479,0.46408839779005523,-0.299,0.1697,181.0,REL_IND_D12M_IBOV_15Y
v13b1,D12M,15Y,SP500_PR,S&P 500 BRL (Price Return),0.1652746954101255,0.6930214263959203,1.1779213556907113,-0.2712857466321317,0.35911602209944754,-0.1359,0.1763,181.0,REL_IND_D12M_SP500_PR_15Y
v13b1,D12M,15Y,SP500_TR,S&P 500 BRL (Total Return),0.16580173906722567,0.8066004272915701,1.3846971148338685,-0.2624106304995524,0.34806629834254144,-0.1349,0.1777,181.0,REL_IND_D12M_SP500_TR_15Y
v13b1,D12M,20Y,PA,Portfólio A (TR),0.19578311474881302,0.2252304948629353,0.3159500543538079,-0.3985360622373817,0.3941908713692946,-0.2445,0.1648,241.0,REL_IND_D12M_PA_20Y
v13b1,D12M,20Y,PB,Portfólio B (TR),0.2176249051184189,0.2613977757875527,0.349486480469431,-0.4568885093302435,0.3983402489626556,-0.2764,0.1773,241.0,REL_IND_D12M_PB_20Y
v13b1,D12M,20Y,PC,Portfólio C (TR),0.2540747389796,0.24238100865444243,0.35867849409669694,-0.49726671065645445,0.44398340248962653,-0.3174,0.2457,241.0,REL_IND_D12M_PC_20Y
v13b1,D12M,20Y,CDI,CDI (TR),0.010403226438559829,0.0,0.0,0.0,0.0,0.0013,0.0165,241.0,REL_IND_D12M_CDI_20Y
v13b1,D12M,20Y,IBOV,Ibovespa (TR),0.22139282471215027,0.01740708371873355,0.025207525779676707,-0.49589524920277117,0.43568464730290457,-0.299,0.1697,241.0,REL_IND_D12M_IBOV_20Y
v13b1,D12M,20Y,SP500_PR,S&P 500 BRL (Price Return),0.16538759616973994,0.21133626693558286,0.3499255258229081,-0.4444891981618915,0.4107883817427386,-0.1359,0.1763,241.0,REL_IND_D12M_SP500_PR_20Y
v13b1,D12M,20Y,SP500_TR,S&P 500 BRL (Total Return),0.16581576045399832,0.3279599180690483,0.5530109080379342,-0.4003413610637755,0.3941908713692946,-0.1349,0.1777,241.0,REL_IND_D12M_SP500_TR_20Y
v13b1,D12M,25Y,PA,Portfólio A (TR),0.20694800915452957,0.32042007871254385,0.47327348215142745,-0.426045935605209,0.3920265780730897,-0.2463,0.1918,301.0,REL_IND_D12M_PA_25Y
v13b1,D12M,25Y,PB,Portfólio B (TR),0.23102067296717405,0.2707013810991262,0.384773207687112,-0.522783017171861,0.3920265780730897,-0.2825,0.2135,301.0,REL_IND_D12M_PB_25Y
v13b1,D12M,25Y,PC,Portfólio C (TR),0.2592378330639537,0.30590679404480253,0.4578310012341544,-0.5548948216954407,0.42524916943521596,-0.3247,0.2189,301.0,REL_IND_D12M_PC_25Y
v13b1,D12M,25Y,CDI,CDI (TR),0.01300029245773767,0.0,0.0,0.0,0.0,0.0013,0.0208,301.0,REL_IND_D12M_CDI_25Y
v13b1,D12M,25Y,IBOV,Ibovespa (TR),0.23992991553667337,-0.03297104180929284,-0.04905189316144356,-0.5161169132028919,0.4485049833887043,-0.299,0.1792,301.0,REL_IND_D12M_IBOV_25Y
v13b1,D12M,25Y,SP500_PR,S&P 500 BRL (Price Return),0.1685865171027541,0.14612103718981767,0.2481642086754228,-0.45822296554644326,0.40863787375415284,-0.1349,0.1777,301.0,REL_IND_D12M_SP500_PR_25Y
v13b1,D12M,25Y,SP500_TR,S&P 500 BRL (Total Return),0.1685865171027541,0.14612103718981767,0.2481642086754228,-0.45822296554644326,0.40863787375415284,-0.1349,0.1777,301.0,REL_IND_D12M_SP500_TR_25Y
